hr,weekday,workingday,mnth,season,temp,atemp,hum,windspeed,weathersit,holiday,cnt
15,0,0,11,4,0.48,0.4697,0.51,0.194,1,0,306
16,0,0,11,4,0.46,0.4545,0.55,0.2239,1,0,347
17,0,0,11,4,0.44,0.4394,0.62,0.1642,1,0,256
18,0,0,11,4,0.42,0.4242,0.71,0.1045,1,0,185
19,0,0,11,4,0.38,0.3939,0.76,0.194,1,0,151
20,0,0,11,4,0.36,0.3636,0.81,0.1045,1,0,116
21,0,0,11,4,0.36,0.3636,0.81,0.0896,1,0,88
22,0,0,11,4,0.36,0.3788,0.87,0.0,1,0,45
23,0,0,11,4,0.34,0.3485,0.87,0.0896,1,0,50
0,1,1,11,4,0.34,0.3636,0.87,0.0,1,0,15
1,1,1,11,4,0.34,0.3636,0.87,0.0,1,0,8
2,1,1,11,4,0.32,0.3485,0.93,0.0,1,0,2
3,1,1,11,4,0.32,0.3485,0.93,0.0,1,0,3
4,1,1,11,4,0.32,0.3485,0.93,0.0,1,0,6
5,1,1,11,4,0.3,0.3333,0.93,0.0,1,0,26
6,1,1,11,4,0.28,0.3182,0.93,0.0,2,0,99
7,1,1,11,4,0.28,0.3182,0.93,0.0,2,0,311
8,1,1,11,4,0.3,0.3182,1.0,0.0896,2,0,410
9,1,1,11,4,0.34,0.3333,1.0,0.1343,2,0,174
10,1,1,11,4,0.36,0.3485,0.93,0.1343,1,0,123
11,1,1,11,4,0.42,0.4242,0.77,0.1045,1,0,128
12,1,1,11,4,0.46,0.4545,0.67,0.0,1,0,179
13,1,1,11,4,0.54,0.5152,0.49,0.0896,1,0,189
14,1,1,11,4,0.56,0.5303,0.37,0.1642,1,0,145
15,1,1,11,4,0.56,0.5303,0.37,0.1045,1,0,170
16,1,1,11,4,0.52,0.5,0.45,0.0,1,0,295
17,1,1,11,4,0.5,0.4848,0.45,0.1642,1,0,528
18,1,1,11,4,0.46,0.4545,0.59,0.1045,1,0,425
19,1,1,11,4,0.46,0.4545,0.59,0.0,1,0,300
20,1,1,11,4,0.4,0.4091,0.71,0.0,1,0,204
21,1,1,11,4,0.38,0.3939,0.82,0.1045,1,0,139
22,1,1,11,4,0.36,0.3636,0.81,0.0896,1,0,108
23,1,1,11,4,0.36,0.3636,0.87,0.0896,1,0,48
0,2,1,11,4,0.34,0.3485,0.87,0.0896,1,0,18
1,2,1,11,4,0.32,0.3333,0.93,0.1045,1,0,11
2,2,1,11,4,0.32,0.3485,0.87,0.0,1,0,1
3,2,1,11,4,0.32,0.3485,0.87,0.0,1,0,3
4,2,1,11,4,0.3,0.3333,0.87,0.0,1,0,4
5,2,1,11,4,0.3,0.3182,0.87,0.0896,1,0,18
6,2,1,11,4,0.3,0.3333,0.87,0.0,1,0,99
7,2,1,11,4,0.3,0.3182,0.87,0.1045,1,0,323
8,2,1,11,4,0.32,0.3333,0.93,0.1045,1,0,466
9,2,1,11,4,0.36,0.3788,0.87,0.0,1,0,191
10,2,1,11,4,0.42,0.4242,0.71,0.0896,1,0,129
11,2,1,11,4,0.46,0.4545,0.63,0.1343,1,0,147
12,2,1,11,4,0.52,0.5,0.52,0.1343,1,0,203
13,2,1,11,4,0.54,0.5152,0.49,0.1642,1,0,196
14,2,1,11,4,0.56,0.5303,0.46,0.1045,1,0,161
15,2,1,11,4,0.58,0.5455,0.46,0.1045,1,0,188
16,2,1,11,4,0.56,0.5303,0.46,0.1343,1,0,289
17,2,1,11,4,0.52,0.5,0.43,0.1642,1,0,499
18,2,1,11,4,0.48,0.4697,0.55,0.1343,1,0,462
19,2,1,11,4,0.46,0.4545,0.59,0.0,1,0,278
20,2,1,11,4,0.4,0.4091,0.76,0.0,1,0,181
21,2,1,11,4,0.4,0.4091,0.76,0.0,1,0,182
22,2,1,11,4,0.36,0.3788,0.87,0.0,1,0,108
23,2,1,11,4,0.36,0.3788,0.81,0.0,1,0,48
0,3,1,11,4,0.36,0.3788,0.87,0.0,1,0,13
1,3,1,11,4,0.34,0.3636,0.87,0.0,1,0,10
2,3,1,11,4,0.32,0.3485,0.93,0.0,1,0,5
3,3,1,11,4,0.32,0.3485,0.93,0.0,1,0,4
4,3,1,11,4,0.32,0.3485,0.87,0.0,1,0,4
5,3,1,11,4,0.3,0.3333,0.87,0.0,1,0,28
6,3,1,11,4,0.3,0.3333,0.87,0.0,1,0,98
7,3,1,11,4,0.3,0.3333,0.87,0.0,1,0,300
8,3,1,11,4,0.32,0.3485,0.93,0.0,1,0,456
9,3,1,11,4,0.34,0.3636,0.93,0.0,1,0,219
10,3,1,11,4,0.4,0.4091,0.76,0.1045,1,0,105
11,3,1,11,4,0.46,0.4545,0.67,0.1642,1,0,152
12,3,1,11,4,0.5,0.4848,0.51,0.1642,1,0,180
13,3,1,11,4,0.5,0.4848,0.51,0.1642,1,0,167
14,3,1,11,4,0.52,0.5,0.48,0.1642,1,0,179
15,3,1,11,4,0.52,0.5,0.45,0.2239,1,0,151
16,3,1,11,4,0.52,0.5,0.48,0.194,1,0,281
17,3,1,11,4,0.46,0.4545,0.63,0.1045,1,0,485
18,3,1,11,4,0.44,0.4394,0.67,0.1045,1,0,408
19,3,1,11,4,0.44,0.4394,0.72,0.1045,1,0,304
20,3,1,11,4,0.44,0.4394,0.77,0.0,1,0,219
21,3,1,11,4,0.4,0.4091,0.87,0.0,1,0,161
22,3,1,11,4,0.4,0.4091,0.87,0.0,1,0,114
23,3,1,11,4,0.38,0.3939,0.87,0.0,1,0,66
0,4,1,11,4,0.4,0.4091,0.87,0.0,1,0,24
1,4,1,11,4,0.4,0.4091,0.87,0.0,2,0,11
2,4,1,11,4,0.38,0.3939,0.94,0.0,2,0,5
3,4,1,11,4,0.38,0.3939,0.94,0.0896,1,0,11
4,4,1,11,4,0.38,0.3939,0.94,0.0896,1,0,3
5,4,1,11,4,0.36,0.3485,1.0,0.1343,2,0,23
6,4,1,11,4,0.36,0.3485,1.0,0.1343,2,0,114
7,4,1,11,4,0.38,0.3939,0.94,0.1642,2,0,272
8,4,1,11,4,0.4,0.4091,0.94,0.0896,2,0,436
9,4,1,11,4,0.42,0.4242,0.94,0.1045,2,0,211
10,4,1,11,4,0.44,0.4394,0.88,0.2239,2,0,117
11,4,1,11,4,0.46,0.4545,0.67,0.3881,2,0,108
12,4,1,11,4,0.42,0.4242,0.67,0.3582,2,0,167
13,4,1,11,4,0.36,0.3333,0.81,0.3582,3,0,96
14,4,1,11,4,0.36,0.3333,0.87,0.2836,3,0,64
15,4,1,11,4,0.36,0.3333,0.81,0.2985,3,0,62
16,4,1,11,4,0.36,0.3485,0.81,0.2239,3,0,73
17,4,1,11,4,0.36,0.3485,0.81,0.2239,3,0,177
18,4,1,11,4,0.36,0.3485,0.81,0.1642,2,0,273
19,4,1,11,4,0.36,0.3485,0.71,0.2239,2,0,211
20,4,1,11,4,0.36,0.3333,0.62,0.2836,2,0,168
21,4,1,11,4,0.36,0.3333,0.57,0.2537,1,0,136
22,4,1,11,4,0.36,0.3333,0.53,0.2836,1,0,89
23,4,1,11,4,0.34,0.3333,0.57,0.1642,2,0,82
0,5,0,11,4,0.34,0.3182,0.53,0.2537,1,1,66
1,5,0,11,4,0.32,0.303,0.57,0.3284,1,1,19
2,5,0,11,4,0.32,0.2879,0.57,0.2836,1,1,11
3,5,0,11,4,0.3,0.2879,0.61,0.194,1,1,6
4,5,0,11,4,0.3,0.2879,0.61,0.194,1,1,8
5,5,0,11,4,0.3,0.2879,0.49,0.2537,1,1,13
6,5,0,11,4,0.28,0.2576,0.45,0.3284,1,1,46
7,5,0,11,4,0.28,0.2727,0.45,0.2537,1,1,121
8,5,0,11,4,0.3,0.2727,0.42,0.3582,1,1,258
9,5,0,11,4,0.32,0.2879,0.45,0.4478,1,1,201
10,5,0,11,4,0.32,0.2727,0.42,0.5522,1,1,200
11,5,0,11,4,0.34,0.2879,0.42,0.4925,1,1,170
12,5,0,11,4,0.34,0.2879,0.42,0.4627,1,1,239
13,5,0,11,4,0.38,0.3939,0.37,0.5522,1,1,236
14,5,0,11,4,0.38,0.3939,0.37,0.4627,1,1,247
15,5,0,11,4,0.36,0.3333,0.37,0.4179,1,1,216
16,5,0,11,4,0.36,0.3333,0.34,0.3284,1,1,238
17,5,0,11,4,0.34,0.303,0.39,0.3284,1,1,310
18,5,0,11,4,0.34,0.3182,0.39,0.2537,1,1,208
19,5,0,11,4,0.32,0.3182,0.39,0.1642,1,1,199
20,5,0,11,4,0.32,0.3182,0.39,0.194,1,1,109
21,5,0,11,4,0.3,0.303,0.45,0.1642,1,1,83
22,5,0,11,4,0.32,0.3182,0.39,0.194,1,1,91
23,5,0,11,4,0.3,0.3182,0.45,0.0896,1,1,73
0,6,0,11,4,0.24,0.2424,0.6,0.1343,1,0,64
1,6,0,11,4,0.24,0.2424,0.6,0.1343,1,0,54
2,6,0,11,4,0.24,0.2576,0.65,0.0896,1,0,46
3,6,0,11,4,0.24,0.2424,0.7,0.1343,1,0,17
4,6,0,11,4,0.2,0.2121,0.8,0.1343,1,0,7
5,6,0,11,4,0.22,0.2576,0.75,0.0896,1,0,4
6,6,0,11,4,0.22,0.2273,0.75,0.1642,1,0,7
7,6,0,11,4,0.22,0.2273,0.75,0.194,1,0,27
8,6,0,11,4,0.26,0.2576,0.7,0.194,1,0,101
9,6,0,11,4,0.3,0.303,0.61,0.1642,1,0,160
10,6,0,11,4,0.34,0.3182,0.61,0.2836,1,0,232
11,6,0,11,4,0.38,0.3939,0.54,0.2836,1,0,315
12,6,0,11,4,0.44,0.4394,0.44,0.2836,1,0,366
13,6,0,11,4,0.48,0.4697,0.36,0.2836,1,0,353
14,6,0,11,4,0.5,0.4848,0.36,0.2985,1,0,435
15,6,0,11,4,0.52,0.5,0.29,0.2836,1,0,386
16,6,0,11,4,0.52,0.5,0.32,0.2537,1,0,361
17,6,0,11,4,0.5,0.4848,0.34,0.2537,1,0,285
18,6,0,11,4,0.42,0.4242,0.58,0.194,1,0,203
19,6,0,11,4,0.42,0.4242,0.5,0.2537,1,0,171
20,6,0,11,4,0.42,0.4242,0.5,0.2836,1,0,132
21,6,0,11,4,0.42,0.4242,0.47,0.2836,1,0,122
22,6,0,11,4,0.42,0.4242,0.47,0.2537,1,0,118
23,6,0,11,4,0.4,0.4091,0.58,0.1642,1,0,101
0,0,0,11,4,0.4,0.4091,0.58,0.194,2,0,73
1,0,0,11,4,0.36,0.3485,0.66,0.194,2,0,71
2,0,0,11,4,0.36,0.3636,0.57,0.1045,1,0,57
3,0,0,11,4,0.36,0.3485,0.62,0.1343,2,0,28
4,0,0,11,4,0.36,0.3485,0.62,0.1343,2,0,6
5,0,0,11,4,0.34,0.3333,0.61,0.1642,1,0,5
6,0,0,11,4,0.34,0.3333,0.66,0.1343,1,0,23
7,0,0,11,4,0.34,0.3182,0.66,0.2239,1,0,43
8,0,0,11,4,0.34,0.3485,0.66,0.0896,1,0,79
9,0,0,11,4,0.4,0.4091,0.54,0.2836,1,0,135
10,0,0,11,4,0.44,0.4394,0.44,0.3284,1,0,241
11,0,0,11,4,0.46,0.4545,0.4,0.4179,1,0,295
12,0,0,11,4,0.52,0.5,0.29,0.4179,2,0,354
13,0,0,11,4,0.52,0.5,0.29,0.4179,2,0,339
14,0,0,11,4,0.54,0.5152,0.28,0.4925,2,0,371
15,0,0,11,4,0.5,0.4848,0.42,0.3284,2,0,310
16,0,0,11,4,0.54,0.5152,0.28,0.3881,2,0,319
17,0,0,11,4,0.52,0.5,0.27,0.3284,1,0,231
18,0,0,11,4,0.52,0.5,0.27,0.3284,1,0,190
19,0,0,11,4,0.5,0.4848,0.29,0.3582,1,0,157
20,0,0,11,4,0.5,0.4848,0.31,0.3582,1,0,139
21,0,0,11,4,0.48,0.4697,0.36,0.2537,1,0,95
22,0,0,11,4,0.48,0.4697,0.41,0.3881,1,0,89
23,0,0,11,4,0.46,0.4545,0.51,0.2985,1,0,67
0,1,1,11,4,0.46,0.4545,0.59,0.2836,1,0,30
1,1,1,11,4,0.46,0.4545,0.63,0.2985,1,0,11
2,1,1,11,4,0.46,0.4545,0.63,0.3582,1,0,17
3,1,1,11,4,0.44,0.4394,0.67,0.2836,1,0,7
4,1,1,11,4,0.44,0.4394,0.67,0.2239,1,0,5
5,1,1,11,4,0.44,0.4394,0.67,0.2537,2,0,19
6,1,1,11,4,0.44,0.4394,0.72,0.2239,2,0,114
7,1,1,11,4,0.44,0.4394,0.72,0.2537,1,0,322
8,1,1,11,4,0.46,0.4545,0.67,0.194,2,0,452
9,1,1,11,4,0.48,0.4697,0.67,0.3284,2,0,233
10,1,1,11,4,0.5,0.4848,0.63,0.2836,2,0,111
11,1,1,11,4,0.54,0.5152,0.6,0.2836,2,0,128
12,1,1,11,4,0.56,0.5303,0.56,0.2985,1,0,202
13,1,1,11,4,0.6,0.6212,0.49,0.3881,1,0,203
14,1,1,11,4,0.62,0.6212,0.46,0.4478,1,0,185
15,1,1,11,4,0.64,0.6212,0.44,0.3284,1,0,195
16,1,1,11,4,0.62,0.6212,0.46,0.4179,1,0,315
17,1,1,11,4,0.62,0.6212,0.46,0.2537,1,0,519
18,1,1,11,4,0.56,0.5303,0.56,0.2836,1,0,489
19,1,1,11,4,0.6,0.6212,0.53,0.2985,1,0,302
20,1,1,11,4,0.6,0.6212,0.53,0.3582,1,0,240
21,1,1,11,4,0.6,0.6212,0.53,0.3582,1,0,213
22,1,1,11,4,0.58,0.5455,0.56,0.3582,1,0,113
23,1,1,11,4,0.56,0.5303,0.64,0.2985,1,0,61
0,2,1,11,4,0.56,0.5303,0.64,0.3582,1,0,22
1,2,1,11,4,0.56,0.5303,0.6,0.2985,1,0,10
2,2,1,11,4,0.56,0.5303,0.64,0.2537,1,0,15
3,2,1,11,4,0.54,0.5152,0.68,0.3284,2,0,4
4,2,1,11,4,0.56,0.5303,0.64,0.2985,1,0,7
5,2,1,11,4,0.54,0.5152,0.68,0.2836,1,0,28
6,2,1,11,4,0.56,0.5303,0.64,0.0896,2,0,108
7,2,1,11,4,0.54,0.5152,0.68,0.1642,2,0,319
8,2,1,11,4,0.54,0.5152,0.68,0.1045,2,0,480
9,2,1,11,4,0.56,0.5303,0.64,0.0896,2,0,200
10,2,1,11,4,0.56,0.5303,0.64,0.2836,2,0,138
11,2,1,11,4,0.56,0.5303,0.64,0.194,2,0,134
12,2,1,11,4,0.54,0.5152,0.68,0.0,2,0,176
13,2,1,11,4,0.54,0.5152,0.6,0.2239,3,0,153
14,2,1,11,4,0.54,0.5152,0.6,0.2836,2,0,147
15,2,1,11,4,0.54,0.5152,0.6,0.1343,2,0,191
16,2,1,11,4,0.52,0.5,0.68,0.1343,2,0,271
17,2,1,11,4,0.5,0.4848,0.72,0.194,2,0,451
18,2,1,11,4,0.5,0.4848,0.72,0.2836,2,0,441
19,2,1,11,4,0.5,0.4848,0.72,0.3582,2,0,286
20,2,1,11,4,0.48,0.4697,0.82,0.1343,2,0,238
21,2,1,11,4,0.5,0.4848,0.77,0.0896,2,0,168
22,2,1,11,4,0.46,0.4545,0.88,0.1045,2,0,128
23,2,1,11,4,0.46,0.4545,0.94,0.1045,2,0,80
0,3,1,11,4,0.46,0.4545,0.94,0.0,2,0,31
1,3,1,11,4,0.46,0.4545,0.94,0.0896,3,0,5
2,3,1,11,4,0.46,0.4545,0.94,0.1045,2,0,10
3,3,1,11,4,0.46,0.4545,0.94,0.1045,2,0,5
4,3,1,11,4,0.44,0.4394,1.0,0.2239,2,0,4
5,3,1,11,4,0.46,0.4545,0.94,0.1045,3,0,13
6,3,1,11,4,0.46,0.4545,0.94,0.0896,2,0,56
7,3,1,11,4,0.46,0.4545,0.94,0.0,3,0,137
8,3,1,11,4,0.46,0.4545,0.94,0.0,3,0,232
9,3,1,11,4,0.46,0.4545,0.94,0.0,3,0,82
10,3,1,11,4,0.46,0.4545,0.94,0.0,3,0,36
11,3,1,11,4,0.46,0.4545,0.94,0.0896,3,0,60
12,3,1,11,4,0.46,0.4545,1.0,0.0,3,0,54
13,3,1,11,4,0.46,0.4545,0.94,0.1343,3,0,58
14,3,1,11,4,0.46,0.4545,1.0,0.1343,2,0,61
15,3,1,11,4,0.48,0.4697,0.94,0.1045,3,0,66
16,3,1,11,4,0.48,0.4697,0.94,0.1045,3,0,123
17,3,1,11,4,0.48,0.4697,0.88,0.194,2,0,233
18,3,1,11,4,0.46,0.4545,0.88,0.3881,3,0,189
19,3,1,11,4,0.46,0.4545,0.88,0.3881,3,0,111
20,3,1,11,4,0.44,0.4394,0.88,0.3881,3,0,99
21,3,1,11,4,0.44,0.4394,0.88,0.2836,3,0,75
22,3,1,11,4,0.42,0.4242,0.88,0.2239,3,0,46
23,3,1,11,4,0.42,0.4242,0.88,0.1343,3,0,31
0,4,1,11,4,0.42,0.4242,0.88,0.2537,2,0,24
1,4,1,11,4,0.42,0.4242,0.82,0.1642,2,0,5
2,4,1,11,4,0.42,0.4242,0.82,0.2239,2,0,5
3,4,1,11,4,0.42,0.4242,0.77,0.3284,2,0,3
4,4,1,11,4,0.4,0.4091,0.62,0.4179,2,0,4
5,4,1,11,4,0.34,0.303,0.71,0.3284,3,0,22
6,4,1,11,4,0.36,0.3485,0.57,0.2239,3,0,75
7,4,1,11,4,0.34,0.3182,0.61,0.2836,3,0,168
8,4,1,11,4,0.34,0.303,0.61,0.2985,3,0,355
9,4,1,11,4,0.34,0.303,0.61,0.3284,2,0,198
10,4,1,11,4,0.34,0.303,0.61,0.3284,2,0,81
11,4,1,11,4,0.32,0.303,0.66,0.3284,3,0,97
12,4,1,11,4,0.34,0.303,0.53,0.2985,2,0,121
13,4,1,11,4,0.34,0.303,0.49,0.4478,2,0,124
14,4,1,11,4,0.34,0.303,0.49,0.3881,2,0,110
15,4,1,11,4,0.34,0.303,0.49,0.4478,2,0,116
16,4,1,11,4,0.32,0.2879,0.39,0.4179,1,0,195
17,4,1,11,4,0.32,0.2879,0.42,0.3881,1,0,399
18,4,1,11,4,0.32,0.3182,0.39,0.194,1,0,307
19,4,1,11,4,0.3,0.2879,0.45,0.2239,1,0,217
20,4,1,11,4,0.3,0.2879,0.42,0.2836,1,0,169
21,4,1,11,4,0.3,0.2879,0.42,0.2537,1,0,116
22,4,1,11,4,0.26,0.2424,0.52,0.2537,1,0,84
23,4,1,11,4,0.26,0.2576,0.52,0.2239,1,0,58
0,5,1,11,4,0.26,0.2576,0.48,0.1642,1,0,30
1,5,1,11,4,0.26,0.2273,0.44,0.3284,1,0,10
2,5,1,11,4,0.24,0.2273,0.44,0.2239,1,0,10
3,5,1,11,4,0.24,0.2121,0.41,0.2836,1,0,2
4,5,1,11,4,0.22,0.2273,0.44,0.1642,1,0,5
5,5,1,11,4,0.22,0.2273,0.44,0.1343,1,0,22
6,5,1,11,4,0.22,0.2576,0.44,0.0896,1,0,71
7,5,1,11,4,0.22,0.2273,0.44,0.1642,1,0,216
8,5,1,11,4,0.22,0.2273,0.44,0.194,1,0,375
9,5,1,11,4,0.26,0.2576,0.41,0.194,1,0,213
10,5,1,11,4,0.26,0.2424,0.41,0.2836,1,0,115
11,5,1,11,4,0.3,0.303,0.36,0.1343,1,0,140
12,5,1,11,4,0.32,0.3333,0.33,0.0,1,0,165
13,5,1,11,4,0.34,0.3182,0.31,0.2239,1,0,177
14,5,1,11,4,0.34,0.3333,0.31,0.1343,1,0,154
15,5,1,11,4,0.34,0.3333,0.29,0.1343,1,0,178
16,5,1,11,4,0.34,0.3333,0.29,0.1343,1,0,209
17,5,1,11,4,0.32,0.3333,0.31,0.1343,1,0,378
18,5,1,11,4,0.3,0.303,0.36,0.1642,1,0,328
19,5,1,11,4,0.28,0.2727,0.41,0.1642,1,0,190
20,5,1,11,4,0.28,0.2727,0.48,0.194,1,0,137
21,5,1,11,4,0.28,0.2727,0.48,0.1642,1,0,111
22,5,1,11,4,0.26,0.2727,0.52,0.1045,1,0,97
23,5,1,11,4,0.26,0.2727,0.6,0.1343,1,0,59
0,6,0,11,4,0.26,0.2576,0.56,0.194,1,0,53
1,6,0,11,4,0.26,0.2273,0.52,0.2985,1,0,35
2,6,0,11,4,0.24,0.2424,0.56,0.1642,1,0,46
3,6,0,11,4,0.26,0.2424,0.48,0.2537,1,0,15
4,6,0,11,4,0.26,0.2273,0.48,0.3284,1,0,8
5,6,0,11,4,0.24,0.2273,0.56,0.2537,1,0,2
6,6,0,11,4,0.24,0.2121,0.6,0.3284,1,0,12
7,6,0,11,4,0.24,0.2273,0.6,0.2537,1,0,41
8,6,0,11,4,0.26,0.2424,0.56,0.2537,1,0,92
9,6,0,11,4,0.28,0.2576,0.52,0.2985,1,0,142
10,6,0,11,4,0.32,0.303,0.45,0.2537,1,0,200
11,6,0,11,4,0.36,0.3788,0.4,0.0,1,0,233
12,6,0,11,4,0.4,0.4091,0.35,0.2836,1,0,311
13,6,0,11,4,0.42,0.4242,0.3,0.2836,1,0,363
14,6,0,11,4,0.42,0.4242,0.32,0.2985,1,0,349
15,6,0,11,4,0.42,0.4242,0.41,0.194,1,0,382
16,6,0,11,4,0.42,0.4242,0.38,0.2985,1,0,287
17,6,0,11,4,0.4,0.4091,0.4,0.194,1,0,232
18,6,0,11,4,0.38,0.3939,0.46,0.1343,1,0,208
19,6,0,11,4,0.34,0.3333,0.71,0.1343,2,0,182
20,6,0,11,4,0.36,0.3636,0.57,0.1045,2,0,163
21,6,0,11,4,0.36,0.3485,0.62,0.194,2,0,108
22,6,0,11,4,0.38,0.3939,0.62,0.1642,2,0,106
23,6,0,11,4,0.38,0.3939,0.62,0.2239,1,0,93
0,0,0,11,4,0.38,0.3939,0.66,0.1642,1,0,93
1,0,0,11,4,0.4,0.4091,0.62,0.2537,1,0,84
2,0,0,11,4,0.4,0.4091,0.62,0.2836,1,0,56
3,0,0,11,4,0.4,0.4091,0.66,0.2836,2,0,37
4,0,0,11,4,0.4,0.4091,0.71,0.2836,2,0,12
5,0,0,11,4,0.42,0.4242,0.67,0.2836,2,0,4
6,0,0,11,4,0.42,0.4242,0.67,0.2537,2,0,9
7,0,0,11,4,0.42,0.4242,0.67,0.2239,1,0,23
8,0,0,11,4,0.42,0.4242,0.71,0.2836,2,0,65
9,0,0,11,4,0.44,0.4394,0.72,0.1642,1,0,138
10,0,0,11,4,0.44,0.4394,0.72,0.1045,2,0,229
11,0,0,11,4,0.5,0.4848,0.63,0.1045,2,0,286
12,0,0,11,4,0.5,0.4848,0.63,0.1343,2,0,304
13,0,0,11,4,0.54,0.5152,0.6,0.194,2,0,369
14,0,0,11,4,0.52,0.5,0.63,0.2537,1,0,363
15,0,0,11,4,0.52,0.5,0.68,0.194,2,0,351
16,0,0,11,4,0.52,0.5,0.63,0.1343,2,0,306
17,0,0,11,4,0.52,0.5,0.63,0.194,2,0,203
18,0,0,11,4,0.54,0.5152,0.64,0.194,2,0,145
19,0,0,11,4,0.5,0.4848,0.72,0.1045,2,0,157
20,0,0,11,4,0.52,0.5,0.68,0.1045,2,0,113
21,0,0,11,4,0.48,0.4697,0.77,0.0896,2,0,105
22,0,0,11,4,0.46,0.4545,0.88,0.0896,3,0,40
23,0,0,11,4,0.46,0.4545,0.88,0.0896,3,0,28
0,1,1,11,4,0.46,0.4545,0.94,0.0,2,0,17
1,1,1,11,4,0.46,0.4545,0.94,0.194,3,0,12
2,1,1,11,4,0.44,0.4394,1.0,0.194,3,0,3
3,1,1,11,4,0.44,0.4394,1.0,0.1343,3,0,4
4,1,1,11,4,0.44,0.4394,1.0,0.1343,3,0,5
5,1,1,11,4,0.44,0.4394,1.0,0.0,2,0,20
6,1,1,11,4,0.42,0.4242,1.0,0.0,2,0,76
7,1,1,11,4,0.46,0.4545,0.94,0.1642,2,0,246
8,1,1,11,4,0.46,0.4545,0.94,0.0,2,0,391
9,1,1,11,4,0.48,0.4697,0.94,0.1045,2,0,237
10,1,1,11,4,0.52,0.5,0.83,0.0,2,0,135
11,1,1,11,4,0.52,0.5,0.83,0.1045,2,0,128
12,1,1,11,4,0.5,0.4848,0.77,0.1343,2,0,162
13,1,1,11,4,0.5,0.4848,0.77,0.1343,2,0,134
14,1,1,11,4,0.48,0.4697,0.82,0.194,2,0,135
15,1,1,11,4,0.44,0.4394,0.94,0.2239,3,0,108
16,1,1,11,4,0.44,0.4394,0.94,0.2239,3,0,108
17,1,1,11,4,0.42,0.4242,0.94,0.2985,3,0,210
18,1,1,11,4,0.42,0.4242,0.88,0.194,3,0,192
19,1,1,11,4,0.4,0.4091,0.94,0.194,3,0,137
20,1,1,11,4,0.4,0.4091,0.87,0.2239,3,0,80
21,1,1,11,4,0.4,0.4091,0.87,0.1642,3,0,114
22,1,1,11,4,0.4,0.4091,0.87,0.1343,3,0,78
23,1,1,11,4,0.4,0.4091,0.87,0.1642,3,0,33
0,2,1,11,4,0.38,0.3939,0.94,0.1045,3,0,14
1,2,1,11,4,0.4,0.4091,0.94,0.1343,3,0,6
2,2,1,11,4,0.38,0.3939,1.0,0.1045,3,0,6
3,2,1,11,4,0.38,0.3939,1.0,0.1045,3,0,3
4,2,1,11,4,0.38,0.3939,0.94,0.1642,3,0,7
5,2,1,11,4,0.38,0.3939,0.94,0.1642,3,0,18
6,2,1,11,4,0.38,0.3939,0.94,0.1045,2,0,64
7,2,1,11,4,0.38,0.3939,0.94,0.2239,3,0,121
8,2,1,11,4,0.38,0.3939,0.94,0.2239,3,0,190
9,2,1,11,4,0.4,0.4091,0.94,0.0,3,0,149
10,2,1,11,4,0.4,0.4091,0.94,0.0,3,0,52
11,2,1,11,4,0.4,0.4091,0.94,0.1343,3,0,32
12,2,1,11,4,0.4,0.4091,1.0,0.0896,3,0,21
13,2,1,11,4,0.42,0.4242,1.0,0.0896,3,0,26
14,2,1,11,4,0.42,0.4242,1.0,0.0896,3,0,35
15,2,1,11,4,0.44,0.4394,0.94,0.0,3,0,34
16,2,1,11,4,0.44,0.4394,0.94,0.0,3,0,62
17,2,1,11,4,0.44,0.4394,1.0,0.0896,3,0,165
18,2,1,11,4,0.44,0.4394,1.0,0.0,3,0,148
19,2,1,11,4,0.46,0.4545,0.94,0.1045,3,0,111
20,2,1,11,4,0.46,0.4545,1.0,0.2239,2,0,127
21,2,1,11,4,0.46,0.4545,1.0,0.2537,2,0,90
22,2,1,11,4,0.5,0.4848,0.94,0.194,2,0,87
23,2,1,11,4,0.48,0.4697,0.94,0.2537,2,0,39
0,3,1,11,4,0.48,0.4697,0.94,0.2537,2,0,16
1,3,1,11,4,0.48,0.4697,0.94,0.2985,2,0,8
2,3,1,11,4,0.5,0.4848,0.94,0.3582,3,0,6
3,3,1,11,4,0.5,0.4848,0.94,0.3582,3,0,3
4,3,1,11,4,0.52,0.5,0.88,0.3582,3,0,5
5,3,1,11,4,0.46,0.4545,0.94,0.194,2,0,17
6,3,1,11,4,0.44,0.4394,1.0,0.0,2,0,69
7,3,1,11,4,0.46,0.4545,1.0,0.0896,2,0,156
8,3,1,11,4,0.48,0.4697,0.94,0.1045,2,0,323
9,3,1,11,4,0.52,0.5,0.94,0.194,2,0,167
10,3,1,11,4,0.52,0.5,0.94,0.194,2,0,76
11,3,1,11,4,0.5,0.4848,0.72,0.4179,2,0,116
12,3,1,11,4,0.48,0.4697,0.55,0.4179,1,0,160
13,3,1,11,4,0.44,0.4394,0.54,0.4925,2,0,174
14,3,1,11,4,0.42,0.4242,0.54,0.4627,1,0,213
15,3,1,11,4,0.42,0.4242,0.54,0.4478,2,0,207
16,3,1,11,4,0.4,0.4091,0.62,0.4627,2,0,173
17,3,1,11,4,0.38,0.3939,0.71,0.3881,3,0,163
18,3,1,11,4,0.4,0.4091,0.58,0.5224,2,0,145
19,3,1,11,4,0.38,0.3939,0.58,0.3881,1,0,122
20,3,1,11,4,0.36,0.3333,0.62,0.3881,1,0,68
