temp,atemp,hum,windspeed,season,mnth,hr,weekday,holiday,workingday,weathersit,casual,registered,cnt
0.38,0.3939,0.82,0.194,4,10,19,6,0,0,2,27,99,126
0.36,0.3636,0.87,0.1045,4,10,20,6,0,0,3,8,58,66
0.36,0.3636,0.87,0.1045,4,10,21,6,0,0,3,3,53,56
0.36,0.3485,0.93,0.2239,4,10,22,6,0,0,2,12,58,70
0.36,0.3485,0.93,0.2239,4,10,23,6,0,0,3,8,57,65
0.36,0.3333,0.93,0.2985,4,10,0,0,0,0,3,4,43,47
0.34,0.3182,0.87,0.2537,4,10,1,0,0,0,3,1,23,24
0.34,0.303,0.87,0.2985,4,10,2,0,0,0,3,3,27,30
0.34,0.3182,0.87,0.2836,4,10,3,0,0,0,3,4,5,9
0.34,0.3182,0.87,0.2537,4,10,4,0,0,0,2,4,3,7
0.32,0.303,0.87,0.2836,4,10,5,0,0,0,1,0,7,7
0.32,0.3182,0.81,0.1642,4,10,6,0,0,0,1,2,13,15
0.34,0.3333,0.76,0.194,4,10,7,0,0,0,1,5,24,29
0.34,0.3333,0.76,0.194,4,10,8,0,0,0,2,14,50,64
0.36,0.3333,0.76,0.3582,4,10,9,0,0,0,1,19,96,115
0.36,0.3333,0.71,0.2836,4,10,10,0,0,0,2,60,188,248
0.38,0.3939,0.66,0.2537,4,10,11,0,0,0,2,74,218,292
0.4,0.4091,0.62,0.194,4,10,12,0,0,0,2,78,243,321
0.4,0.4091,0.62,0.2239,4,10,13,0,0,0,3,84,224,308
0.36,0.3485,0.81,0.1642,4,10,14,0,0,0,3,61,195,256
0.36,0.3333,0.81,0.2537,4,10,15,0,0,0,3,29,144,173
0.36,0.3485,0.87,0.194,4,10,16,0,0,0,3,44,162,206
0.36,0.3485,0.87,0.1642,4,10,17,0,0,0,3,32,135,167
0.36,0.3485,0.81,0.194,4,10,18,0,0,0,2,16,158,174
0.38,0.3939,0.76,0.1642,4,10,19,0,0,0,2,34,128,162
0.36,0.3333,0.76,0.2537,4,10,20,0,0,0,2,16,71,87
0.36,0.3485,0.71,0.2239,4,10,21,0,0,0,1,17,71,88
0.36,0.3636,0.81,0.0896,4,10,22,0,0,0,3,9,55,64
0.36,0.3636,0.81,0.0896,4,10,23,0,0,0,1,6,19,25
0.34,0.3485,0.87,0.1045,4,10,0,1,0,1,1,3,13,16
0.36,0.3636,0.81,0.0896,4,10,1,1,0,1,1,1,5,6
0.36,0.3636,0.76,0.1045,4,10,2,1,0,1,1,0,4,4
0.36,0.3788,0.81,0.0,4,10,3,1,0,1,1,1,6,7
0.34,0.3485,0.87,0.1045,4,10,4,1,0,1,1,2,6,8
0.36,0.3636,0.76,0.1045,4,10,5,1,0,1,2,4,17,21
0.36,0.3788,0.71,0.0,4,10,6,1,0,1,2,3,91,94
0.36,0.3485,0.71,0.1343,4,10,7,1,0,1,2,8,241,249
0.36,0.3636,0.71,0.1045,4,10,8,1,0,1,2,13,359,372
0.4,0.4091,0.66,0.0896,4,10,9,1,0,1,2,12,141,153
0.4,0.4091,0.66,0.1045,4,10,10,1,0,1,2,19,82,101
0.4,0.4091,0.71,0.2239,4,10,11,1,0,1,2,26,100,126
0.4,0.4091,0.71,0.1343,4,10,12,1,0,1,2,29,118,147
0.42,0.4242,0.67,0.1642,4,10,13,1,0,1,3,16,102,118
0.4,0.4091,0.76,0.0,4,10,14,1,0,1,3,26,94,120
0.4,0.4091,0.76,0.0,4,10,15,1,0,1,3,22,79,101
0.4,0.4091,0.76,0.1045,4,10,16,1,0,1,2,16,202,218
0.4,0.4091,0.76,0.1642,4,10,17,1,0,1,2,40,455,495
0.4,0.4091,0.76,0.1642,4,10,18,1,0,1,2,28,384,412
0.4,0.4091,0.76,0.0,4,10,19,1,0,1,1,15,300,315
0.4,0.4091,0.82,0.0,4,10,20,1,0,1,3,13,191,204
0.4,0.4091,0.82,0.0,4,10,21,1,0,1,2,10,128,138
0.4,0.4091,0.82,0.0,4,10,22,1,0,1,2,12,79,91
0.4,0.4091,0.82,0.1045,4,10,23,1,0,1,2,11,43,54
0.4,0.4091,0.87,0.0896,4,10,0,2,0,1,2,5,22,27
0.4,0.4091,0.87,0.1045,4,10,1,2,0,1,2,1,8,9
0.4,0.4091,0.87,0.0,4,10,2,2,0,1,2,1,2,3
0.4,0.4091,0.82,0.1045,4,10,3,2,0,1,1,3,3,6
0.4,0.4091,0.82,0.0896,4,10,4,2,0,1,1,3,4,7
0.4,0.4091,0.82,0.1343,4,10,5,2,0,1,1,2,25,27
0.4,0.4091,0.82,0.1045,4,10,6,2,0,1,1,3,109,112
0.42,0.4242,0.82,0.2836,4,10,7,2,0,1,1,11,298,309
0.44,0.4394,0.77,0.2239,4,10,8,2,0,1,1,28,372,400
0.46,0.4545,0.67,0.2537,4,10,9,2,0,1,1,19,168,187
0.48,0.4697,0.67,0.2836,4,10,10,2,0,1,1,19,107,126
0.54,0.5152,0.64,0.2836,4,10,11,2,0,1,1,22,102,124
0.56,0.5303,0.56,0.2985,4,10,12,2,0,1,1,39,160,199
0.56,0.5303,0.56,0.2985,4,10,13,2,0,1,1,20,153,173
0.58,0.5455,0.53,0.2537,4,10,14,2,0,1,1,27,156,183
0.58,0.5455,0.56,0.2836,4,10,15,2,0,1,1,28,166,194
0.58,0.5455,0.56,0.3284,4,10,16,2,0,1,1,36,273,309
0.56,0.5303,0.6,0.3881,4,10,17,2,0,1,1,55,530,585
0.54,0.5152,0.64,0.2836,4,10,18,2,0,1,1,68,456,524
0.52,0.5,0.68,0.2239,4,10,19,2,0,1,1,35,310,345
0.52,0.5,0.68,0.2239,4,10,20,2,0,1,1,25,236,261
0.5,0.4848,0.72,0.1343,4,10,21,2,0,1,1,22,144,166
0.5,0.4848,0.72,0.1343,4,10,22,2,0,1,1,8,106,114
0.48,0.4697,0.77,0.1343,4,10,23,2,0,1,1,6,60,66
0.48,0.4697,0.77,0.1343,4,10,0,3,0,1,1,7,36,43
0.48,0.4697,0.77,0.1642,4,10,1,3,0,1,1,4,7,11
0.46,0.4545,0.82,0.1642,4,10,2,3,0,1,1,1,2,3
0.46,0.4545,0.82,0.1045,4,10,3,3,0,1,1,1,5,6
0.44,0.4394,0.88,0.0,4,10,4,3,0,1,1,1,4,5
0.44,0.4394,0.82,0.1343,4,10,5,3,0,1,1,3,29,32
0.44,0.4394,0.82,0.1045,4,10,6,3,0,1,1,5,112,117
0.46,0.4545,0.77,0.1045,4,10,7,3,0,1,1,9,292,301
0.52,0.5,0.63,0.0,4,10,8,3,0,1,1,26,441,467
0.54,0.5152,0.6,0.2985,4,10,9,3,0,1,1,32,187,219
0.56,0.5303,0.56,0.3881,4,10,10,3,0,1,1,30,103,133
0.6,0.6212,0.46,0.2836,4,10,11,3,0,1,1,32,138,170
0.62,0.6212,0.43,0.3284,4,10,12,3,0,1,1,34,180,214
0.64,0.6212,0.41,0.2239,4,10,13,3,0,1,1,30,189,219
0.64,0.6212,0.41,0.2836,4,10,14,3,0,1,1,34,156,190
0.64,0.6212,0.47,0.2836,4,10,15,3,0,1,1,35,147,182
0.64,0.6212,0.47,0.3284,4,10,16,3,0,1,1,37,245,282
0.64,0.6212,0.47,0.2537,4,10,17,3,0,1,1,66,525,591
0.6,0.6212,0.53,0.1642,4,10,18,3,0,1,1,57,536,593
0.58,0.5455,0.56,0.1343,4,10,19,3,0,1,1,40,334,374
0.52,0.5,0.77,0.1642,4,10,20,3,0,1,1,18,228,246
0.5,0.4848,0.82,0.1045,4,10,21,3,0,1,1,28,173,201
0.52,0.5,0.72,0.0,4,10,22,3,0,1,1,20,134,154
0.5,0.4848,0.77,0.1045,4,10,23,3,0,1,1,9,64,73
0.5,0.4848,0.72,0.194,4,10,0,4,0,1,1,6,34,40
0.48,0.4697,0.63,0.194,4,10,1,4,0,1,1,5,17,22
0.46,0.4545,0.67,0.194,4,10,2,4,0,1,1,2,8,10
0.44,0.4394,0.67,0.2239,4,10,3,4,0,1,1,1,4,5
0.44,0.4394,0.62,0.2836,4,10,4,4,0,1,1,0,5,5
0.42,0.4242,0.62,0.194,4,10,5,4,0,1,1,0,24,24
0.4,0.4091,0.66,0.194,4,10,6,4,0,1,1,4,110,114
0.42,0.4242,0.62,0.194,4,10,7,4,0,1,1,15,287,302
0.44,0.4394,0.62,0.1642,4,10,8,4,0,1,1,20,437,457
0.46,0.4545,0.63,0.194,4,10,9,4,0,1,1,20,188,208
0.52,0.5,0.52,0.0,4,10,10,4,0,1,1,24,105,129
0.54,0.5152,0.49,0.0,4,10,11,4,0,1,1,29,115,144
0.56,0.5303,0.49,0.0896,4,10,12,4,0,1,1,46,180,226
0.56,0.5303,0.46,0.0896,4,10,13,4,0,1,1,33,158,191
0.58,0.5455,0.43,0.0896,4,10,14,4,0,1,1,56,139,195
0.58,0.5455,0.46,0.1343,4,10,15,4,0,1,1,62,157,219
0.58,0.5455,0.49,0.194,4,10,16,4,0,1,1,51,272,323
0.56,0.5303,0.52,0.1343,4,10,17,4,0,1,1,63,505,568
0.54,0.5152,0.64,0.0896,4,10,18,4,0,1,1,59,479,538
0.52,0.5,0.59,0.1045,4,10,19,4,0,1,1,38,305,343
0.5,0.4848,0.77,0.1045,4,10,20,4,0,1,1,29,231,260
0.46,0.4545,0.88,0.0896,4,10,21,4,0,1,1,34,161,195
0.46,0.4545,0.82,0.0,4,10,22,4,0,1,1,24,124,148
0.44,0.4394,0.88,0.0896,4,10,23,4,0,1,1,18,81,99
0.44,0.4394,0.88,0.0,4,10,0,5,0,1,1,19,48,67
0.44,0.4394,0.88,0.0,4,10,1,5,0,1,1,3,25,28
0.42,0.4242,0.88,0.0,4,10,2,5,0,1,1,0,5,5
0.4,0.4091,0.87,0.0,4,10,3,5,0,1,1,1,9,10
0.4,0.4091,0.87,0.1045,4,10,4,5,0,1,1,0,5,5
0.42,0.4242,0.82,0.0,4,10,5,5,0,1,1,3,24,27
0.42,0.4242,0.88,0.0,4,10,6,5,0,1,1,3,84,87
0.42,0.4242,0.94,0.0,4,10,7,5,0,1,1,5,237,242
0.46,0.4545,0.82,0.0,4,10,8,5,0,1,1,31,386,417
0.48,0.4697,0.77,0.0,4,10,9,5,0,1,1,34,207,241
0.52,0.5,0.68,0.0896,4,10,10,5,0,1,1,48,126,174
0.56,0.5303,0.63,0.0,4,10,11,5,0,1,1,80,150,230
0.6,0.6212,0.53,0.0,4,10,12,5,0,1,1,61,174,235
0.6,0.6212,0.46,0.0,4,10,13,5,0,1,1,95,210,305
0.62,0.6212,0.5,0.0,4,10,14,5,0,1,1,77,179,256
0.66,0.6212,0.41,0.0,4,10,15,5,0,1,1,68,202,270
0.64,0.6212,0.44,0.0,4,10,16,5,0,1,1,73,346,419
0.6,0.6212,0.56,0.2537,4,10,17,5,0,1,1,101,462,563
0.56,0.5303,0.6,0.0896,4,10,18,5,0,1,1,94,371,465
0.56,0.5303,0.52,0.0,4,10,19,5,0,1,1,51,243,294
0.54,0.5152,0.49,0.0,4,10,20,5,0,1,1,30,167,197
0.5,0.4848,0.68,0.0,4,10,21,5,0,1,1,22,144,166
0.5,0.4848,0.68,0.0,4,10,22,5,0,1,1,27,119,146
0.5,0.4848,0.63,0.0,4,10,23,5,0,1,1,23,113,136
0.48,0.4697,0.72,0.0,4,10,0,6,0,0,1,17,72,89
0.46,0.4545,0.82,0.0,4,10,1,6,0,0,1,14,51,65
0.46,0.4545,0.82,0.0,4,10,2,6,0,0,1,4,41,45
0.44,0.4394,0.88,0.0,4,10,3,6,0,0,1,4,16,20
0.42,0.4242,0.94,0.1343,4,10,4,6,0,0,1,3,7,10
0.42,0.4242,0.88,0.1045,4,10,5,6,0,0,1,1,7,8
0.42,0.4242,0.94,0.0,4,10,6,6,0,0,1,6,16,22
0.42,0.4242,0.94,0.0896,4,10,7,6,0,0,1,27,46,73
0.46,0.4545,0.82,0.0,4,10,8,6,0,0,1,14,89,103
0.5,0.4848,0.77,0.0,4,10,9,6,0,0,1,54,163,217
0.52,0.5,0.77,0.0,4,10,10,6,0,0,1,120,217,337
0.58,0.5455,0.56,0.0,4,10,11,6,0,0,1,176,221,397
0.62,0.6212,0.5,0.1343,4,10,17,6,0,0,1,174,219,393
0.6,0.6212,0.46,0.1045,4,10,18,6,0,0,1,135,224,359
0.54,0.5152,0.68,0.1343,4,10,19,6,0,0,1,76,172,248
0.52,0.5,0.77,0.1045,4,10,20,6,0,0,1,78,124,202
0.52,0.5,0.77,0.0,4,10,21,6,0,0,1,54,133,187
0.5,0.4848,0.77,0.0,4,10,22,6,0,0,1,45,104,149
0.48,0.4697,0.88,0.0,4,10,23,6,0,0,1,52,90,142
0.46,0.4545,0.88,0.0896,4,10,0,0,0,0,1,46,83,129
0.46,0.4545,0.88,0.0,4,10,1,0,0,0,1,15,63,78
0.46,0.4545,0.88,0.0,4,10,2,0,0,0,1,20,35,55
0.44,0.4394,0.88,0.0,4,10,3,0,0,0,1,10,20,30
0.44,0.4394,0.88,0.0,4,10,4,0,0,0,1,7,7,14
0.44,0.4394,0.88,0.0,4,10,5,0,0,0,1,1,14,15
0.44,0.4394,0.88,0.0,4,10,6,0,0,0,1,7,14,21
0.44,0.4394,0.86,0.0,4,10,7,0,0,0,1,18,26,44
0.46,0.4545,0.88,0.0,4,10,8,0,0,0,1,25,82,107
0.5,0.4848,0.77,0.0,4,10,9,0,0,0,1,66,119,185
0.56,0.5303,0.68,0.0896,4,10,10,0,0,0,1,155,210,365
0.56,0.5303,0.73,0.0896,4,10,19,0,0,0,1,116,186,302
0.56,0.5303,0.73,0.1045,4,10,20,0,0,0,1,59,134,193
0.54,0.5152,0.83,0.1045,4,10,21,0,0,0,1,53,120,173
0.52,0.5,0.94,0.0,4,10,22,0,0,0,2,48,104,152
0.5,0.4848,0.88,0.1045,4,10,23,0,0,0,1,38,85,123
0.5,0.4848,0.94,0.0,4,10,0,1,1,0,1,11,42,53
0.48,0.4697,0.88,0.0,4,10,1,1,1,0,1,4,30,34
0.48,0.4697,0.88,0.0,4,10,2,1,1,0,1,4,15,19
0.46,0.4545,0.88,0.0,4,10,3,1,1,0,1,2,9,11
0.46,0.4545,0.94,0.0,4,10,4,1,1,0,1,2,4,6
0.46,0.4545,0.94,0.0,4,10,5,1,1,0,1,2,19,21
0.44,0.4394,0.94,0.0,4,10,6,1,1,0,1,5,39,44
0.46,0.4545,0.88,0.0,4,10,7,1,1,0,1,12,102,114
0.52,0.5,0.83,0.0,4,10,8,1,1,0,1,27,227,254
0.54,0.5152,0.77,0.0,4,10,9,1,1,0,1,58,161,219
0.56,0.5303,0.73,0.1642,4,10,10,1,1,0,1,107,158,265
0.62,0.6061,0.69,0.0896,4,10,11,1,1,0,1,139,183,322
0.7,0.6515,0.48,0.0896,4,10,12,1,1,0,2,164,201,365
0.72,0.6515,0.37,0.0,4,10,13,1,1,0,1,146,219,365
0.74,0.6515,0.37,0.0,4,10,14,1,1,0,1,147,223,370
0.72,0.6515,0.42,0.1045,4,10,15,1,1,0,2,130,254,384
0.7,0.6364,0.45,0.0896,4,10,16,1,1,0,2,154,248,402
0.66,0.6212,0.54,0.1045,4,10,17,1,1,0,2,125,334,459
0.64,0.6212,0.53,0.0,4,10,18,1,1,0,2,108,365,473
0.58,0.5455,0.78,0.0896,4,10,19,1,1,0,2,69,267,336
0.6,0.5909,0.73,0.0,4,10,20,1,1,0,1,37,188,225
0.56,0.5303,0.88,0.0896,4,10,21,1,1,0,1,27,148,175
0.56,0.5303,0.88,0.0896,4,10,22,1,1,0,1,22,104,126
0.54,0.5152,0.88,0.1045,4,10,23,1,1,0,2,12,63,75
0.54,0.5152,0.88,0.0,4,10,0,2,0,1,2,14,16,30
0.52,0.5,0.94,0.0896,4,10,1,2,0,1,2,2,9,11
0.52,0.5,0.94,0.1343,4,10,2,2,0,1,2,1,4,5
0.52,0.5,0.88,0.1045,4,10,3,2,0,1,2,2,1,3
0.52,0.5,0.88,0.1343,4,10,4,2,0,1,2,0,5,5
0.52,0.5,0.88,0.0,4,10,5,2,0,1,2,0,20,20
0.52,0.5,0.83,0.0896,4,10,6,2,0,1,1,9,114,123
0.52,0.5,0.88,0.0896,4,10,7,2,0,1,2,19,333,352
0.56,0.5303,0.83,0.1045,4,10,8,2,0,1,2,31,375,406
0.6,0.5909,0.69,0.0,4,10,9,2,0,1,2,40,195,235
0.6,0.5909,0.69,0.1343,4,10,10,2,0,1,2,38,111,149
0.6,0.5909,0.73,0.1642,4,10,11,2,0,1,2,31,92,123
0.6,0.5909,0.73,0.1642,4,10,12,2,0,1,2,51,130,181
0.6,0.5909,0.73,0.194,4,10,13,2,0,1,2,42,138,180
0.6,0.5909,0.73,0.1045,4,10,14,2,0,1,3,54,117,171
0.6,0.5758,0.78,0.1642,4,10,15,2,0,1,2,36,139,175
0.6,0.5909,0.73,0.1642,4,10,16,2,0,1,2,63,257,320
0.6,0.5758,0.78,0.2537,4,10,17,2,0,1,2,70,534,604
0.6,0.5758,0.78,0.2239,4,10,18,2,0,1,2,46,493,539
0.58,0.5455,0.83,0.2239,4,10,19,2,0,1,2,33,285,318
0.58,0.5455,0.83,0.2239,4,10,20,2,0,1,2,31,203,234
0.58,0.5455,0.78,0.194,4,10,21,2,0,1,2,17,158,175
0.56,0.5303,0.83,0.194,4,10,22,2,0,1,2,27,120,147
0.56,0.5303,0.83,0.2836,4,10,23,2,0,1,2,10,47,57
0.56,0.5303,0.83,0.1343,4,10,0,3,0,1,2,2,23,25
0.56,0.5303,0.83,0.1343,4,10,1,3,0,1,3,2,8,10
0.56,0.5303,0.83,0.2836,4,10,2,3,0,1,2,0,2,2
0.54,0.5152,0.94,0.2985,4,10,3,3,0,1,3,0,2,2
0.54,0.5152,0.94,0.3881,4,10,4,3,0,1,3,1,6,7
0.54,0.5152,0.88,0.3284,4,10,5,3,0,1,2,0,22,22
0.54,0.5152,0.88,0.2537,4,10,6,3,0,1,2,5,107,112
0.54,0.5152,0.88,0.3881,4,10,7,3,0,1,2,15,244,259
0.54,0.5152,0.88,0.3881,4,10,8,3,0,1,2,27,377,404
0.54,0.5152,0.88,0.4478,4,10,9,3,0,1,2,14,183,197
0.54,0.5152,0.88,0.3881,4,10,10,3,0,1,2,15,98,113
0.54,0.5152,0.94,0.3284,4,10,11,3,0,1,3,18,102,120
0.54,0.5152,0.88,0.3284,4,10,12,3,0,1,3,9,53,62
0.54,0.5152,0.88,0.2239,4,10,13,3,0,1,3,25,76,101
0.54,0.5152,0.94,0.2836,4,10,14,3,0,1,3,8,70,78
0.54,0.5152,0.94,0.2537,4,10,15,3,0,1,3,3,42,45
0.56,0.5303,0.88,0.2239,4,10,16,3,0,1,2,5,50,55
0.54,0.5152,0.94,0.2239,4,10,17,3,0,1,3,16,235,251
0.54,0.5152,0.94,0.1343,4,10,18,3,0,1,3,11,161,172
0.54,0.5152,0.94,0.1343,4,10,19,3,0,1,3,7,102,109
0.54,0.5152,0.94,0.1045,4,10,20,3,0,1,3,9,81,90
0.54,0.5152,1.0,0.1045,4,10,21,3,0,1,3,9,74,83
0.54,0.5152,0.94,0.0896,4,10,22,3,0,1,3,3,40,43
0.54,0.5152,0.94,0.0896,4,10,23,3,0,1,3,13,41,54
0.54,0.5152,0.94,0.1343,4,10,0,4,0,1,2,1,14,15
0.54,0.5152,0.94,0.0,4,10,1,4,0,1,2,3,9,12
0.54,0.5152,0.94,0.0,4,10,2,4,0,1,2,0,4,4
0.54,0.5152,1.0,0.194,4,10,3,4,0,1,2,2,4,6
0.54,0.5152,1.0,0.1045,4,10,4,4,0,1,2,2,5,7
0.54,0.5152,1.0,0.1045,4,10,5,4,0,1,2,1,16,17
0.54,0.5152,1.0,0.0896,4,10,6,4,0,1,3,1,51,52
0.54,0.5152,1.0,0.1343,4,10,7,4,0,1,3,5,76,81
0.54,0.5152,1.0,0.0896,4,10,8,4,0,1,3,10,199,209
0.56,0.5303,1.0,0.1045,4,10,9,4,0,1,3,3,106,109
0.56,0.5303,1.0,0.1343,4,10,10,4,0,1,3,16,53,69
0.62,0.5758,0.83,0.0,4,10,11,4,0,1,2,8,76,84
0.62,0.5606,0.88,0.0,4,10,12,4,0,1,2,10,95,105
0.64,0.5758,0.83,0.1642,4,10,13,4,0,1,2,20,142,162
0.66,0.6061,0.78,0.194,4,10,14,4,0,1,1,22,111,133
0.66,0.6061,0.78,0.194,4,10,15,4,0,1,1,27,128,155
0.66,0.6212,0.74,0.2239,4,10,16,4,0,1,1,36,240,276
0.62,0.5758,0.83,0.2537,4,10,17,4,0,1,3,47,432,479
0.62,0.5758,0.83,0.2537,4,10,18,4,0,1,3,20,248,268
0.62,0.5758,0.83,0.1642,4,10,19,4,0,1,2,18,187,205
0.62,0.5758,0.83,0.2836,4,10,20,4,0,1,1,15,166,181
0.62,0.5758,0.83,0.194,4,10,21,4,0,1,1,8,115,123
0.62,0.5758,0.83,0.194,4,10,22,4,0,1,1,13,101,114
0.58,0.5455,0.88,0.194,4,10,23,4,0,1,2,2,45,47
0.58,0.5455,0.94,0.0896,4,10,0,5,0,1,1,10,29,39
0.58,0.5455,0.94,0.1343,4,10,1,5,0,1,1,8,16,24
0.56,0.5303,0.94,0.1642,4,10,2,5,0,1,1,0,6,6
0.56,0.5303,0.94,0.1343,4,10,3,5,0,1,1,1,6,7
0.56,0.5303,0.94,0.194,4,10,4,5,0,1,1,0,8,8
0.56,0.5303,0.94,0.1642,4,10,5,5,0,1,2,0,17,17
0.56,0.5303,0.88,0.194,4,10,6,5,0,1,3,4,90,94
0.56,0.5303,0.88,0.194,4,10,7,5,0,1,3,10,137,147
0.56,0.5303,0.9,0.1642,4,10,8,5,0,1,2,23,186,209
0.56,0.5303,0.94,0.2239,4,10,9,5,0,1,2,16,164,180
0.54,0.5152,0.88,0.3582,4,10,10,5,0,1,3,17,108,125
0.52,0.5,0.88,0.1642,4,10,11,5,0,1,3,11,76,87
0.52,0.5,0.88,0.1642,4,10,12,5,0,1,3,13,62,75
0.56,0.5303,0.73,0.3582,4,10,13,5,0,1,1,18,114,132
0.62,0.6212,0.43,0.3582,4,10,14,5,0,1,1,37,119,156
0.62,0.6212,0.43,0.2836,4,10,15,5,0,1,1,61,169,230
0.6,0.6212,0.43,0.2239,4,10,16,5,0,1,1,80,264,344
0.58,0.5455,0.46,0.4179,4,10,17,5,0,1,1,55,426,481
0.54,0.5152,0.39,0.2836,4,10,18,5,0,1,1,62,361,423
0.54,0.5152,0.39,0.3284,4,10,19,5,0,1,1,27,221,248
0.52,0.5,0.42,0.194,4,10,20,5,0,1,1,19,177,196
0.5,0.4848,0.45,0.194,4,10,21,5,0,1,1,22,156,178
0.46,0.4545,0.59,0.2239,4,10,22,5,0,1,1,20,123,143
0.46,0.4545,0.59,0.1642,4,10,23,5,0,1,1,15,80,95
0.46,0.4545,0.55,0.1045,4,10,0,6,0,0,1,18,88,106
0.46,0.4545,0.55,0.2537,4,10,1,6,0,0,1,9,64,73
0.46,0.4545,0.59,0.194,4,10,2,6,0,0,1,17,39,56
0.44,0.4394,0.62,0.194,4,10,3,6,0,0,1,5,18,23
0.42,0.4242,0.67,0.1343,4,10,4,6,0,0,1,0,6,6
0.42,0.4242,0.71,0.1642,4,10,5,6,0,0,1,1,6,7
0.4,0.4091,0.71,0.0,4,10,6,6,0,0,1,5,15,20
0.4,0.4091,0.76,0.1045,4,10,7,6,0,0,1,17,40,57
0.46,0.4545,0.59,0.2836,4,10,8,6,0,0,1,24,101,125
0.52,0.5,0.48,0.2985,4,10,9,6,0,0,1,50,157,207
0.54,0.5152,0.45,0.4478,4,10,10,6,0,0,1,115,207,322
0.56,0.5303,0.4,0.3881,4,10,11,6,0,0,1,153,221,374
0.6,0.6212,0.35,0.4627,4,10,13,6,0,0,1,171,223,394
0.62,0.6212,0.31,0.4925,4,10,15,6,0,0,1,166,211,377
0.62,0.6212,0.29,0.3881,4,10,16,6,0,0,1,179,264,443
0.58,0.5455,0.32,0.2836,4,10,17,6,0,0,1,177,264,441
0.54,0.5152,0.39,0.194,4,10,18,6,0,0,1,121,251,372
0.5,0.4848,0.51,0.1343,4,10,19,6,0,0,1,61,177,238
0.5,0.4848,0.48,0.1343,4,10,20,6,0,0,1,42,137,179
0.5,0.4848,0.42,0.2239,4,10,21,6,0,0,1,53,115,168
0.5,0.4848,0.36,0.1343,4,10,22,6,0,0,1,45,121,166
0.48,0.4697,0.41,0.1642,4,10,23,6,0,0,1,33,102,135
0.46,0.4545,0.44,0.1343,4,10,0,0,0,0,1,22,85,107
0.44,0.4394,0.47,0.1343,4,10,1,0,0,0,1,13,64,77
0.42,0.4242,0.54,0.1343,4,10,2,0,0,0,1,13,52,65
0.42,0.4242,0.54,0.1343,4,10,3,0,0,0,1,11,31,42
0.42,0.4242,0.54,0.194,4,10,4,0,0,0,1,5,7,12
0.42,0.4242,0.54,0.1642,4,10,5,0,0,0,1,1,6,7
0.38,0.3939,0.66,0.1642,4,10,6,0,0,0,1,3,7,10
0.4,0.4091,0.62,0.1343,4,10,7,0,0,0,1,9,39,48
0.44,0.4394,0.62,0.194,4,10,8,0,0,0,1,28,71,99
0.5,0.4848,0.45,0.2239,4,10,9,0,0,0,1,39,151,190
0.54,0.5152,0.45,0.2537,4,10,10,0,0,0,1,121,226,347
0.56,0.5303,0.35,0.2836,4,10,11,0,0,0,1,159,218,377
0.58,0.5455,0.35,0.2537,4,10,12,0,0,0,1,167,277,444
0.6,0.6212,0.35,0.2985,4,10,13,0,0,0,1,169,269,438
0.6,0.6212,0.46,0.3881,4,10,16,0,0,0,1,177,289,466
0.58,0.5455,0.49,0.4627,4,10,17,0,0,0,1,152,253,405
0.56,0.5303,0.49,0.4478,4,10,18,0,0,0,1,102,226,328
0.54,0.5152,0.52,0.3881,4,10,19,0,0,0,1,52,181,233
0.54,0.5152,0.52,0.4627,4,10,20,0,0,0,1,49,129,178
0.54,0.5152,0.52,0.3881,4,10,21,0,0,0,1,14,88,102
0.56,0.5303,0.49,0.4179,4,10,22,0,0,0,1,42,88,130
0.56,0.5303,0.52,0.4179,4,10,23,0,0,0,1,14,48,62
0.54,0.5152,0.56,0.3284,4,10,0,1,0,1,1,12,25,37
0.56,0.5303,0.54,0.3881,4,10,1,1,0,1,1,2,15,17
0.56,0.5303,0.54,0.3881,4,10,2,1,0,1,1,4,3,7
0.56,0.5303,0.49,0.194,4,10,3,1,0,1,1,0,2,2
0.52,0.5,0.59,0.1642,4,10,4,1,0,1,1,2,3,5
0.5,0.4848,0.63,0.2985,4,10,5,1,0,1,1,1,28,29
0.5,0.4848,0.55,0.2537,4,10,6,1,0,1,1,7,107,114
0.5,0.4848,0.55,0.1642,4,10,7,1,0,1,2,10,299,309
0.5,0.4848,0.51,0.2537,4,10,8,1,0,1,2,33,381,414
0.5,0.4848,0.45,0.2836,4,10,9,1,0,1,2,26,180,206
0.52,0.5,0.45,0.1642,4,10,10,1,0,1,1,43,92,135
0.56,0.5303,0.43,0.0,4,10,11,1,0,1,1,35,131,166
0.56,0.5303,0.4,0.0896,4,10,12,1,0,1,1,39,166,205
0.56,0.5303,0.46,0.0896,4,10,13,1,0,1,1,49,156,205
0.58,0.5455,0.49,0.194,4,10,14,1,0,1,1,44,122,166
0.56,0.5303,0.6,0.2537,4,10,15,1,0,1,1,66,142,208
0.58,0.5455,0.56,0.2537,4,10,16,1,0,1,1,64,238,302
0.56,0.5303,0.64,0.1343,4,10,17,1,0,1,1,80,540,620
0.56,0.5303,0.6,0.0,4,10,18,1,0,1,1,49,469,518
0.54,0.5152,0.68,0.1045,4,10,19,1,0,1,1,45,288,333
0.52,0.5,0.77,0.1045,4,10,20,1,0,1,1,40,189,229
0.5,0.4848,0.77,0.1045,4,10,21,1,0,1,1,36,141,177
